id,error
423310,4961.0183646077685
423311,4866.039653731128
423312,4621.81858476835
423313,4324.866478828361
423314,4022.580661391248
423315,3945.866372489313
423316,3921.421498243509
423317,4065.9894301048566
423318,4248.453644934077
423319,4988.194412403305
423320,5478.6885597868995
423321,5364.4024187570885
423322,4571.098474330871
423323,3979.954154053615
423324,4630.734142664722
423325,6335.488058720478
423326,6666.376270965591
423327,4968.828347234185
423328,4380.103183008523
423329,5671.837624418015
423330,6744.138552638147
423331,6906.615659594974
423332,6332.650936010288
423333,5676.384649820316
423334,5404.301606578123
423335,5299.7947124095
423336,5105.77782705436
423337,4708.692891422925
423338,4353.536479430501
423339,4013.775084546566
423340,3894.788337725521
423341,4230.900807272755
423342,4959.1282996978525
423343,5555.648445617983
423344,5395.370102620731
423345,4446.315444549326
423346,3313.2133238480774
423347,3815.19831134472
423348,5633.885140032136
423349,6351.405525395103
423350,5345.415567291477
423351,3813.2795229475996
423352,4078.191844429763
423353,5762.910316608369
423354,7099.686667726305
423355,7455.490863789785
423356,6947.071920098113
423357,6218.69161013249
423358,5811.8475687773935
423359,5666.012195478603
423360,5474.867609569482
423361,5080.795072159401
423362,4607.488601345345
423363,4237.185538697707
423364,4245.112739703691
423365,4781.385066790461
423366,5400.295389581883
423367,5516.975377450623
423368,4814.367325089899
423369,3488.12487925347
423370,2996.577865156721
423371,4346.618295274771
423372,5558.742195056824
423373,5593.288093730316
423374,4541.863887412953
423375,3363.3193515970684
423376,3927.6722993950966
423377,5816.182720863828
423378,7354.6745375799
423379,7887.764189181415
423380,7485.01527413093
423381,6710.6392981346735
423382,6171.862179618095
423383,5967.660482758924
423384,5799.396257943861
423385,5455.117417828172
423386,4968.7317736494
423387,4604.736131064411
423388,4687.457567958067
423389,5189.016933422341
423390,5566.8046633348395
423391,5251.759584892891
423392,4097.371986921309
423393,2804.1406283387514
423394,3098.3153468045402
423395,4384.486565812278
423396,5137.1381592001635
423397,5023.05495187023
423398,4155.616328661315
423399,3179.359931999234
423400,3835.31838349815
423401,5851.940286137767
423402,7565.9061751855525
423403,8247.551346266171
423404,7913.318842186772
423405,7115.9005960151035
423406,6518.452309894056
423407,6310.23603049778
423408,6174.625608697873
423409,5829.186946079679
423410,5312.473815040068
423411,4969.299325952763
423412,5118.677540676561
423413,5519.690982924129
423414,5549.626301365323
423415,4791.752902148936
423416,3382.885755726265
423417,2425.8377564132
423418,3152.9117240447076
423419,4204.118696638931
423420,4720.594421862288
423421,4666.608863101806
423422,4012.816812035681
423423,3140.0615948453883
423424,3792.334463688755
423425,5891.457087287413
423426,7722.664880266518
423427,8511.59745666546
423428,8261.448662622262
423429,7515.505350363092
423430,6931.540962768104
423431,6707.167132709302
423432,6531.0828583903485
423433,6134.418400137542
423434,5624.771221409104
423435,5373.964501796495
423436,5532.130000422349
423437,5709.154828346639
423438,5360.203267274941
423439,4258.790401975198
423440,2774.1613555233735
423441,2240.727815340832
423442,3122.6245361533256
423443,3948.5669295280036
423444,4381.811500937281
423445,4487.769733002614
423446,4022.973968415417
423447,3189.7842174855273
423448,3777.7273560095223
423449,5908.777832796866
423450,7826.650924569486
423451,8726.083971281385
423452,8596.733680083616
423453,7946.050235300952
423454,7380.926487846301
423455,7092.28556585482
423456,6829.252308324353
423457,6400.394405718096
423458,5953.477339128464
423459,5778.3535555119415
423460,5856.378582248495
423461,5764.295237686147
423462,5077.462877260146
423463,3731.734661119154
423464,2283.6797495051264
423465,2147.3835587875537
423466,3026.0576184527335
423467,3680.257480547067
423468,4141.926078364485
423469,4444.122439794827
423470,4123.435703027269
423471,3287.107247942265
423472,3775.083110849377
423473,5911.115144174966
423474,7908.950699020803
423475,8929.953643994375
423476,8938.129655271374
423477,8386.06440196687
423478,7818.466353309217
423479,7437.395796165297
423480,7086.5938206060055
423481,6654.174596843094
423482,6279.859816918793
423483,6135.646727900703
423484,6085.313784551252
423485,5727.519322783509
423486,4755.428438370111
423487,3239.336623025279
423488,1897.1211299287793
423489,2082.9666151420765
423490,2885.699539621457
423491,3430.6822240912443
423492,3999.0763639162205
423493,4496.3259382207925
423494,4277.339359861607
423495,3415.5893901071345
423496,3787.4930671348634
423497,5913.606541360433
423498,7989.479206900211
423499,9135.342599938416
423500,9278.464651997236
423501,8810.027106111042
423502,8221.259009210677
423503,7742.42673645133
423504,7316.696457414553
423505,6896.0958622446005
423506,6583.558199485113
423507,6433.844128699243
423508,6235.706516561264
423509,5632.350871566416
423510,4424.123153896196
423511,2790.5916204749046
423512,1595.43834174385
423513,2017.997174102911
423514,2718.2200729927054
423515,3216.619100523162
423516,3944.145712336436
423517,4616.323851855935
423518,4465.405594342876
423519,3567.7176085411115
423520,3818.2478093839663
423521,5924.785655413636
423522,8075.786019571196
423523,9341.632426494569
423524,9606.460706774611
423525,9203.025375583746
423526,8582.819062194145
423527,8012.28329978379
423528,7525.89316039764
423529,7123.184183089193
423530,6855.99744323822
423531,6675.142682382674
423532,6325.597078564156
423533,5503.4677155333
423534,4102.248476657475
423535,2388.315946286693
423536,1360.4819089312564
423537,1938.8988708168654
423538,2536.506676066074
423539,3050.063302234828
423540,3965.8011542510176
423541,4784.047222272424
423542,4675.223878146926
423543,3736.4646784836655
423544,3867.5705259308656
423545,5948.309093167658
423546,8168.896335898121
423547,9544.116903360038
423548,9913.690688786484
423549,9559.179878797984
423550,8904.099324448473
423551,8252.487799535762
423552,7718.139207853014
423553,7333.782637522793
423554,7095.22240770825
423555,6867.077047526706
423556,6372.006986642657
423557,5359.579790885407
423558,3802.133828947837
423559,2032.010359102268
423560,1173.1797862693472
423561,1841.5799159725452
423562,2352.9772379042943
423563,2939.5209010694953
423564,4050.6791475632544
423565,4984.157756274567
423566,4897.80224338346
423567,3915.9368531945565
423568,3934.3989837374734
423569,5984.641955696537
423570,8266.71455837077
423571,9738.110680821133
423572,10195.803709255828
423573,9877.958351769033
423574,9188.842900688283
423575,8468.190407288552
423576,7896.441104680821
423577,7527.913178145837
423578,7303.470260323084
423579,7019.187315292846
423580,6389.460109178002
423581,5214.2507413893745
423582,3531.4273249711855
423583,1719.3796634422742
423584,1017.2996549114681
423585,1728.4399275666472
423586,2179.557585355462
423587,2888.1313829424585
423588,4184.8173554317445
423589,5205.348431149316
423590,5126.8130441673375
423591,4101.679316558803
423592,4016.6579469203357
423593,6032.356578042028
423594,8366.404431538173
423595,9920.31650796289
423596,10451.318164169135
423597,10161.371543391824
423598,9441.704376913025
423599,8664.149145412632
423600,8063.609761796064
423601,7707.0177521654605
423602,7484.941679692895
423603,7140.70861055812
423604,6389.433991979091
423605,5076.90753869196
423606,3294.816715785892
423607,1449.057597382544
423608,882.9905886115646
423609,1604.7776302020948
423610,2026.4003956126087
423611,2893.885709810344
423612,4355.845261105183
423613,5439.49232011009
423614,5357.772682268457
423615,4290.34120005405
423616,4111.75862700892
423617,6089.30281090018
423618,8465.325417483145
423619,10088.722578981884
423620,10680.524820715582
423621,10412.705130102042
423622,9667.617607580369
423623,8844.70877294897
423624,8222.198174622672
423625,7873.116789563822
423626,7644.293858624876
423627,7239.707207480215
423628,6380.7267921600405
423629,4953.96907120817
423630,3095.3472039084827
423631,1223.1924589840114
423632,767.1148577999448
423633,1476.2951122841512
423634,1902.1979164772106
423635,2951.4040348161207
423636,4553.674654858226
423637,5680.676342512837
423638,5587.491216971027
423639,4479.473290973221
423640,4217.043330140109
423641,6153.166175056899
423642,8561.310909395968
423643,10242.39823138832
423644,10884.885632541376
423645,10635.84493371001
423646,9871.306784372924
423647,9013.516232804453
423648,8374.25760269205
423649,8028.313607292405
423650,7786.0392357572155
423651,7322.96810429562
423652,6369.934970638707
423653,4849.674366984047
423654,2935.2591503480326
423655,1049.4023095337006
423656,672.3495936810023
423657,1348.8245192250065
423658,1814.767667851615
423659,3053.4998734823216
423660,4770.304155978011
423661,5924.539684941533
423662,5813.745343743741
423663,4667.356023527094
423664,4330.044734555784
423665,6221.793102947425
423666,8652.799248139245
423667,10381.30125090057
423668,11066.559381745701
423669,10834.73187798221
423670,10056.89267417328
423671,9173.380517175101
423672,8521.343269609855
423673,8174.662999417252
423674,7914.316353789455
423675,7396.023403894405
423676,6361.891560623161
423677,4766.7870466963805
423678,2816.338294656279
423679,940.4607837892406
423680,606.5158109977244
423681,1229.1363023920048
423682,1770.620372634066
423683,3192.3425806943533
423684,4999.439606177498
423685,6167.87022717405
423686,6035.066957048683
423687,4852.868412854787
423688,4448.657707478049
423689,6293.38584365665
423690,8738.834990835709
449926,471.23718105455293
449927,651.7282824265686
449928,460.65202799424833
449929,268.10825203872855
449930,412.3939107542882
449931,534.1437755936155
449932,517.3007334165213
449933,386.6323747360575
449934,202.1286312084349
449935,161.51972350704304
449936,964.5786477498798
449937,927.0563288844538
449938,353.3687049698696
449939,584.189216932854
449940,376.7320381361564
449941,1478.8973081762724
449942,1664.4454960162786
449943,491.092935723863
449944,813.7673738837331
449945,842.8202001111657
449946,598.8339740959382
449947,938.7610909315131
449948,801.5518962062564
449949,428.6948448485378
449950,759.8569965828187
449951,889.3124998697616
449952,624.2978063177147
449953,273.0811783368065
449954,528.056446320643
449955,865.4910217791954
449956,964.8959981483438
449957,930.5236424197908
449958,568.0607036401094
449959,1178.4010097362209
449960,1433.382497851099
449961,844.1191819602557
449962,671.7454015809516
449963,1043.6906316682603
449964,2338.1394769231556
449965,2598.582422262203
449966,1495.1676352864226
449967,592.6495576867791
449968,1332.4869025644202
449969,1548.4866482457733
449970,1529.0377696326989
449971,1329.2545287526696
449972,928.3935072669932
449973,877.7743611037
449974,1144.6474307456192
449975,1148.571726609381
449976,782.0286864600324
449977,346.90543644226375
449978,542.6794001969438
449979,1102.288769625919
449980,1329.9273585479878
449981,1104.011730108125
449982,1283.0096647049807
449983,1665.8158404984872
449984,1615.973258779973
449985,918.5310657342579
449986,880.1493192894652
449987,2490.8678998066985
449988,3332.538272550594
449989,2775.04608228797
449990,1227.478734158858
449991,959.685033165305
449992,2000.4949091585302
449993,2329.8857190219856
449994,2031.2889169169905
449995,1405.6124540625635
449996,961.8253469442745
449997,1201.6172049429197
449998,1494.5371910075844
449999,1424.8937109955884
450000,979.5164980947542
450001,246.16907851130756
450002,714.3536356935949
450003,1285.642065458123
450004,1416.0969287034147
450005,1435.9258216961564
450006,1805.7169035736538
450007,2118.3133208474696
450008,1683.7048540356177
450009,594.5350132697248
450010,1954.7076874172174
450011,3501.134208906615
450012,3847.4945963378545
450013,2793.061300277107
450014,1055.1209690384867
450015,1516.2636216115293
450016,2666.691517272993
450017,2910.160003278373
450018,2336.865878853813
450019,1391.8337584710503
450020,961.4724274722871
450021,1439.0302394066034
450022,1798.084547380316
450023,1687.6653446173102
450024,1141.1358555200648
450025,577.677093901401
450026,894.8199344710836
450027,1312.822898848895
450028,1490.6278723612672
450029,1829.1523940088068
450030,2348.5566556591425
450031,2383.582208648413
450032,1501.9206199929395
450033,1089.543058068077
450034,2909.438866382466
450035,4218.2507760667095
450036,4159.430840868231
450037,2761.7039157820523
450038,1119.943040798068
450039,2103.501080382824
450040,3231.644816693696
450041,3330.2931065662915
450042,2535.153009225926
450043,1376.8650135402825
450044,989.3555302524028
450045,1641.548812346575
450046,2027.4331515127274
450047,1907.2511199592384
450048,1429.0643579035677
450049,998.5271715974759
450050,1031.4962604897987
450051,1259.25742565206
450052,1632.850497167732
450053,2281.073576670476
450054,2753.2412801098963
450055,2458.2953463099443
450056,1382.680681091879
450057,1838.0739297478508
450058,3692.3781953142256
450059,4744.056726314565
450060,4357.12379389456
450061,2741.887073623482
450062,1419.4560847170694
450063,2635.059943570872
450064,3683.2552799138048
450065,3651.7018412721723
450066,2704.690541479476
450067,1413.0492948217452
450068,1043.2030035551918
450069,1782.7302843990683
450070,2227.999036379768
450071,2183.729886803684
450072,1801.6623356377538
450073,1347.1796586456603
450074,1057.5228063540708
450075,1183.0228065999177
450076,1868.2674292132851
450077,2679.8868417136405
450078,3002.8575182524087
450079,2437.323562973526
450080,1477.4386107256453
450081,2546.711369092578
450082,4332.3251990846875
450083,5139.914163625947
450084,4495.309016740377
450085,2774.9572245202667
450086,1813.1001014334588
450087,3097.813643438175
450088,4055.3533426440763
450089,3920.654807439733
450090,2874.4175569015615
450091,1500.7078622558151
450092,1107.2603590701092
450093,1908.5384440359328
450094,2442.155781282868
450095,2490.755087175135
450096,2153.871252339567
450097,1583.2161197607256
450098,987.3534351518305
450099,1156.2594519296676
450100,2131.490382816005
450101,2980.8507625148973
450102,3132.238295489481
450103,2391.374101715338
450104,1764.575917139907
450105,3184.4222730109327
450106,4862.072383248681
450107,5450.992600661228
450108,4611.034724527736
450109,2873.7129784035615
450110,2223.067643900633
450111,3502.610847255621
450112,4374.979246841867
450113,4163.130963380506
450114,3050.374786011882
450115,1617.5465692410507
450116,1179.2715205689667
450117,2032.8959229367613
450118,2660.24404423926
450119,2784.870714695392
450120,2443.026480290639
450121,1724.2724402751162
450122,860.9565020412398
450123,1194.7683828235226
450124,2368.916598723035
450125,3185.915270261089
450126,3179.9204790577355
450127,2369.0864113475773
450128,2157.353193887691
450129,3755.7783537849677
450130,5308.694672353694
450131,5707.4568984060925
450132,4728.575241515985
450133,3035.0107405952026
450134,2620.409029261714
450135,3863.249054425775
450136,4660.417968555569
450137,4388.743277580347
450138,3225.438081291152
450139,1740.3910449126263
450140,1250.0664084244393
450141,2153.195928528699
450142,2866.7013988255208
450143,3042.3937642521205
450144,2664.8147268267935
450145,1798.078858499426
450146,706.7563326280964
450147,1276.2876937619556
450148,2559.4404770515007
450149,3311.526893738834
450150,3181.2448590354866
450151,2403.3184888350293
450152,2591.202490996733
450153,4267.4368558349315
450154,5694.561789368877
450155,5935.243553207089
450156,4862.001289694816
450157,3241.5278825940513
450158,2995.8089603594435
450159,4190.4935632434845
450160,4920.949451764935
450161,4599.244993255031
450162,3391.9570189303213
450163,1855.3779480776348
450164,1313.9641165098703
450165,2265.0107188133384
450166,3051.1905291204775
450167,3256.013160374331
450168,2828.111236443118
450169,1827.958562448697
450170,545.9708857468445
450171,1374.242091741746
450172,2700.6162544081576
450173,3378.5395544727203
450174,3166.0183699948125
450175,2506.124730523451
450176,3031.0580179273284
450177,4731.160560439941
450178,6040.78007376473
450179,6150.483271029026
450180,5012.643201305132
450181,3474.3810310137974
450182,3348.235657824601
450183,4491.486105298361
450184,5161.186589332955
450185,4794.354270852946
450186,3545.3532038089197
450187,1957.3703527841806
450188,1369.1764872073788
450189,2364.889016277212
450190,3209.160110836088
450191,3426.911524008822
450192,2944.850214466436
450193,1832.9362599848287
450194,401.47957053273757
450195,1471.2644878849048
450196,2799.231481256613
450197,3407.776882099551
450198,3156.2555745410064
450199,2671.8499114949805
450200,3463.7743862486086
450201,5159.667570132778
450202,6361.110122287418
450203,6359.550754951916
450204,5176.4894505437915
450205,3720.299910860276
450206,3679.699149024772
450207,4770.996931570593
450208,5383.609706668434
450209,4973.857587230778
450210,3684.039342354164
450211,2045.8412565815286
450212,1415.9092742838716
450213,2451.251776033209
450214,3340.050737734009
450215,3559.9738167142623
450216,3026.907689302895
450217,1828.0659752177903
450218,311.5550018998126
450219,1560.6625666625182
450220,2866.1316508461528
450221,3416.6267954048794
450222,3165.518323328449
450223,2887.853115477604
450224,3886.162029304467
450225,5561.811715564951
450226,6662.495975844172
450227,6563.952937120098
450228,5349.233786047753
450229,3971.6455368182633
450230,3992.8302600526085
450231,5032.191692728448
450232,5589.8346592189655
450233,5138.167296034399
450234,3808.3705305847348
450235,2122.587806556621
450236,1455.7547483235874
450237,2523.9274523374947
450238,3445.582116488976
450239,3661.6459512907213
450240,3084.9141180811434
450241,1824.209488256593
450242,325.815576197345
450243,1642.8664593514495
450244,2912.100915738926
450245,3417.82944065545
450246,3201.274360668732
450247,3141.5172180931822
450248,4297.673290915636
450249,5942.484630787285
450250,6948.066798738777
450251,6763.729775992003
450252,5527.835719849268
450253,4224.3073487331785
450254,4289.903009072947
450255,5277.309321208737
450256,5781.270427214259
450257,5288.336798230954
450258,3919.8983438166674
450259,2190.451825345833
450260,1490.6906627570113
450261,2583.687299840465
450262,3528.878437907391
450263,3738.597447925261
450264,3127.3202225956265
450265,1828.291917544983
450266,432.54215920677325
450267,1721.2242707841597
450268,2946.051858701078
450269,3420.4391792200954
450270,3267.1701658976795
450271,3422.287672354445
450272,4697.898634844068
450273,6304.135750618132
450274,7219.386992334664
450275,6958.870924815142
450276,5710.432264312257
450277,4476.032031311283
450278,4572.774881284024
450279,5508.168863137828
450280,5959.382885643263
450281,5425.903748357699
450282,4020.7555951027466
450283,2252.3341224001656
450284,1522.5530135766035
450285,2632.0161746848016
450286,3593.6316411192906
450287,3796.724647130016
450288,3160.292092245764
450289,1844.374961494962
450290,582.4878274732032
450291,1799.5053363021616
450292,2974.9503931607014
450293,3431.102520508743
450294,3364.2513869660875
450295,3721.685874509727
450296,5086.193436856672
450297,6648.097259803162
450298,7477.58303813211
450299,7149.6421058216665
450300,5895.914767685138
450301,4725.573076306161
450302,4843.046372482721
450303,5726.420699502149
450304,6125.735620991488
450305,5552.641841830204
450306,4113.129972651544
450307,2310.6481371668347
450308,1552.9346002973664
450309,2670.783323342402
450310,3643.430561363715
450311,3840.8118828386564
450312,3188.2303856389744
450313,1874.7126501313883
450314,750.5151485001986
450315,1880.9498730678379
450316,3004.3045780493853
450317,3454.8440484690714
450318,3491.562039022592
450319,4032.957254719953
450320,5461.8860722268455
450321,6975.3387434834
450322,7723.746465148824
450323,7336.544380678212
450324,6083.627572646169
450325,4972.281911431397
450326,5102.162345741113
450327,5933.623754599453
450328,6281.90787755042
450329,5670.303937297203
450330,4198.94207700981
450331,2367.1919130399506
450332,1583.2106617804175
450333,2701.940392243694
450334,3681.4490246411915
450335,3874.644363692208
450336,3214.374601890474
450337,1920.408199132801
450338,927.5089371321129
450339,1968.0864008844906
450340,3038.5770732198835
450341,3495.3668793609572
450342,3646.6313687076035
450343,4350.776550353915
450344,5824.476330922996
450345,7286.79607387753
450346,7959.035095591887
450347,7520.218675951293
450348,6273.177793389589
450349,5215.86939549253
450350,5351.440578105574
450351,6131.228568263908
450352,6429.380753656752
450353,5780.45252994118
450354,4279.740318910188
450355,2423.2458650750523
450356,1614.5843271030349
450357,2727.3476646020804
450358,3710.3986557624553
450359,3901.2610674033954
450360,3241.23097665332
450361,1981.7431155581266
450362,1109.8846615970172
450363,2062.778673227802
450364,3081.385097636089
450365,3555.126854862685
450366,3826.0026537176927
450367,4671.008166326093
450368,6173.731738079534
450369,7583.491217673258
450370,8184.663773433658
450371,7701.347402524555
450372,6464.306052276643
450373,5456.253269017966
450374,5592.063818114574
450375,6320.53425019295
450376,6569.458033213598
450377,5884.3966510887485
450378,4356.730467184473
450379,2479.7302076120704
450380,1648.1172842735107
450381,2748.711914558816
450382,3732.596837786009
450383,3923.174879212595
450384,3270.80729297347
450385,2058.3566876514096
450386,1295.9829981157686
450387,2166.3043999148495
450388,3135.558952173326
450389,3635.3721566277513
450390,4025.7458179972687
450391,4990.508873744248
450392,6509.711306121728
450393,7866.544787130498
450394,8401.847996365641
450395,7880.5734943020025
450396,6656.808441061504
450397,5693.462056683791
450398,5825.065385726349
450399,6502.659153712863
450400,6703.238433943901
450401,5983.202732030879
450402,4430.854321993462
450403,2537.334699698877
450404,1684.7431162199791
450405,2767.581763387959
450406,3750.0518864704845
450407,3942.5174868540403
450408,3304.7208424389
450409,2149.3889014166916
450410,1484.891718189908
450411,2279.4294932374896
450412,3203.141992934056
450413,3736.2376365479868
450414,4241.881128610756
450415,5306.961114161261
450416,6832.736160104219
1129105,965.0818701275018
1129106,832.457713587216
1129107,3162.131167356777
1129108,4111.737921583483
1129109,1184.3026330058774
1129110,3020.895612687448
1129111,3400.561714907828
1129112,1482.6317099331368
1129113,4136.555444682623
1129114,1712.0211156611037
1129115,2630.9527877306396
1129116,4733.592356382518
1129117,7402.2419254617935
1129118,14838.040562882104
1129119,9403.688279541557
1129120,9056.733507193287
1129121,9915.849176854392
1129122,4875.445452021062
1129123,4557.737234477074
1129124,5332.815418873402
1129125,4861.178161211988
1129126,3931.167206505729
1129127,4063.0354582021914
1129128,2944.589894906038
1129129,2499.837265704673
1129130,5055.716530960456
1129131,4316.4713964720795
1129132,1944.5730230627914
1129133,3082.0169297807074
1129134,3655.999988625799
1129135,2373.195792738062
1129136,4025.192558723609
1129137,3977.1245895060374
1129138,1801.691325940687
1129139,4787.40719123625
1129140,10168.818623985077
1129141,16505.096908962303
1129142,15778.977638676792
1129143,9384.776134086773
1129144,15063.594816163315
1129145,15141.223622302605
1129146,10286.571987234403
1129147,8453.554017381111
1129148,8538.34316966007
1129149,8584.747790554422
1129150,7793.199944413651
1129151,5759.08646632622
1129152,4077.611279111316
1129153,5021.1069655864585
1129154,5070.685353732561
1129155,3361.9022547195236
1129156,2181.987229318834
1129157,3366.6581293539753
1129158,3838.4335159115876
1129159,3823.280577600068
1129160,3960.7692203963416
1129161,3919.656396605497
1129162,3806.691004357184
1129163,8660.600425072047
1129164,15202.021121804695
1182944,600.4304576941561
1182945,1006.171827515969
1182946,1166.8647904862123
1182947,1081.2593646423568
1182948,1122.2306368639888
1182949,1251.9177861247595
1182950,987.3174645632207
1182951,208.51379630127187
1182952,610.2676580336431
1182953,741.3367864807273
1182954,564.4413353573784
1182955,876.9529104317903
1182956,910.1513062821642
1182957,1916.458942519554
1182958,1140.3597245659446
1182959,1428.6319388919399
1182960,1267.4441369351816
1182961,1158.511459460634
1182962,1184.7777744261248
1182963,981.5994568235108
1182964,796.8987096788928
1182965,565.2219220230616
1182966,464.7069735448308
1182967,505.0132457321784
1182968,599.158904631904
1182969,909.9122269725069
1182970,1239.6597806038753
1182971,1588.2290070616655
1182972,1845.0523483314237
1182973,1688.1078251595166
1182974,924.8576659171442
1182975,172.41835057860683
1182976,917.5242078687046
1182977,1234.1357568007659
1182978,970.5345748351012
1182979,1395.6649592697033
1182980,2390.9892818811313
1182981,1783.9981654124379
1182982,2316.6298812298082
1182983,2151.977931126885
1182984,1613.4390216596632
1182985,1436.5357209525948
1182986,1161.5435118157086
1182987,1287.007965111704
1182988,1166.7770729755453
1182989,791.4301516965537
1182990,669.409394449843
1182991,626.3120592452831
1182992,660.1739393214544
1182993,942.4582325187249
1182994,1401.3147762438782
1182995,1909.3821513104567
1182996,2183.438120563965
1182997,1802.5442569214342
1182998,889.7126846858139
1182999,191.3960354609301
1183000,1052.3912632485462
1183001,1354.4064252026726
1183002,1259.5032737970607
1183003,2646.0323159420523
1183004,2686.6832262448424
1183005,2262.874677397124
1183006,3201.757311481086
1183007,2750.282392361242
1183008,1910.9507990978202
1183009,1180.6674351144613
1183010,1089.6022485024173
1183011,1561.5790570210256
1183012,1444.1992098547464
1183013,1016.3990564471494
1183014,866.4444074074054
1183015,864.2256946379729
1183016,755.6254658964676
1183017,856.3515038097804
1183018,1506.7393717930765
1183019,2138.186403132412
1183020,2298.3846873898483
1183021,1854.782007977632
1183022,1028.3150419130359
1183023,570.0590980049267
1183024,1208.2303437232183
1183025,1250.1434168921442
1183026,2264.6245524708793
1183027,3415.0235084550627
1183028,2790.6630806100643
1183029,2722.667871902179
1183030,3834.6960307388645
1183031,3290.5106716260934
1183032,2130.4973127816706
